step,train_loss,val_loss,lr,temperature,grad_norm,sec_per_step
1021,3.4794,4.3090,4.732e-04,0.0729,3.505,0.060
1022,3.7096,4.3090,4.731e-04,0.0729,3.364,0.069
1023,3.5778,4.3090,4.730e-04,0.0729,3.269,0.064
1024,3.5829,4.3090,4.729e-04,0.0729,3.735,0.059
1025,3.5827,4.3090,4.728e-04,0.0729,4.007,0.072
1026,3.6485,4.3090,4.726e-04,0.0729,3.653,0.069
1027,3.6855,4.3090,4.725e-04,0.0729,4.042,0.068
1028,3.5912,4.3090,4.724e-04,0.0729,3.634,0.096
1029,3.6771,4.3090,4.723e-04,0.0729,3.896,0.127
1030,3.5414,4.3090,4.722e-04,0.0729,3.323,0.125
1031,3.4645,4.3090,4.721e-04,0.0729,3.553,0.144
1032,3.5720,4.3090,4.720e-04,0.0729,4.110,0.110
1033,3.5757,4.3090,4.719e-04,0.0729,4.081,0.141
1034,3.5794,4.3090,4.718e-04,0.0729,3.749,0.112
1035,3.6705,4.3090,4.717e-04,0.0729,3.847,0.127
1036,3.5645,4.3090,4.716e-04,0.0729,3.588,0.130
1037,3.7567,4.3090,4.715e-04,0.0729,3.489,0.146
1038,3.6078,4.3090,4.714e-04,0.0729,3.817,0.104
1039,3.4399,4.3090,4.713e-04,0.0729,3.928,0.106
1040,3.6808,4.3090,4.712e-04,0.0729,3.281,0.040
1041,3.6109,4.3090,4.711e-04,0.0729,4.731,0.034
1042,3.7072,4.3090,4.710e-04,0.0730,3.530,0.030
1043,3.5457,4.3090,4.709e-04,0.0730,3.982,0.040
1044,3.7041,4.3090,4.708e-04,0.0730,3.956,0.033
1045,3.8146,4.3090,4.707e-04,0.0730,5.089,0.034
1046,3.7187,4.3090,4.706e-04,0.0730,3.719,0.023
1047,3.6254,4.3090,4.705e-04,0.0730,3.252,0.046
1048,3.6200,4.3090,4.704e-04,0.0730,3.589,0.026
1049,3.7316,4.3090,4.703e-04,0.0730,4.404,0.041
1050,3.5351,4.3090,4.701e-04,0.0730,4.289,0.026
1051,3.5391,4.3090,4.700e-04,0.0730,3.232,0.046
1052,3.6452,4.3090,4.699e-04,0.0730,3.448,0.025
1053,3.6425,4.3090,4.698e-04,0.0730,3.549,0.044
1054,3.5588,4.3090,4.697e-04,0.0730,3.414,0.031
1055,3.7520,4.3090,4.696e-04,0.0730,3.746,0.023
1056,3.8493,4.3090,4.695e-04,0.0730,4.113,0.030
1057,4.0550,4.3090,4.694e-04,0.0730,4.421,0.033
1058,3.7271,4.3090,4.693e-04,0.0731,3.901,0.028
1059,3.7984,4.3090,4.692e-04,0.0731,3.664,0.034
1060,3.8258,4.3090,4.691e-04,0.0731,2.974,0.034
1061,3.7488,4.3090,4.690e-04,0.0731,4.046,0.023
1062,3.7553,4.3090,4.689e-04,0.0731,3.112,0.028
1063,3.4915,4.3090,4.688e-04,0.0731,2.893,0.032
1064,3.4207,4.3090,4.686e-04,0.0731,3.176,0.033
1065,3.9196,4.3090,4.685e-04,0.0731,4.099,0.032
1066,3.5628,4.3090,4.684e-04,0.0731,3.157,0.026
1067,3.4472,4.3090,4.683e-04,0.0731,3.176,0.033
1068,3.5049,4.3090,4.682e-04,0.0730,3.549,0.027
1069,3.5405,4.3090,4.681e-04,0.0730,3.261,0.033
1070,3.5221,4.3090,4.680e-04,0.0730,3.533,0.024
1071,3.4122,4.3090,4.679e-04,0.0730,3.853,0.033
1072,3.5355,4.3090,4.678e-04,0.0730,3.601,0.022
1073,3.5186,4.3090,4.677e-04,0.0730,3.592,0.030
1074,3.8209,4.3090,4.675e-04,0.0730,4.207,0.025
1075,3.5078,4.3090,4.674e-04,0.0730,3.701,0.032
1076,3.7076,4.3090,4.673e-04,0.0730,3.653,0.028
1077,3.7902,4.3090,4.672e-04,0.0730,4.295,0.033
1078,3.5302,4.3090,4.671e-04,0.0730,3.551,0.024
1079,3.5615,4.3090,4.670e-04,0.0730,3.653,0.029
1080,3.4579,4.3090,4.669e-04,0.0730,3.331,0.025
1081,3.5675,4.3090,4.668e-04,0.0730,3.752,0.035
1082,3.6620,4.3090,4.667e-04,0.0730,3.663,0.021
1083,3.8626,4.3090,4.665e-04,0.0730,3.365,0.049
1084,3.4675,4.3090,4.664e-04,0.0730,3.474,0.031
1085,3.6870,4.3090,4.663e-04,0.0730,3.341,0.025
1086,3.5513,4.3090,4.662e-04,0.0730,3.960,0.028
1087,3.6565,4.3090,4.661e-04,0.0730,3.771,0.028
1088,3.5667,4.3090,4.660e-04,0.0730,3.435,0.026
1089,3.6643,4.3090,4.659e-04,0.0730,3.369,0.030
1090,3.5239,4.3090,4.658e-04,0.0730,3.930,0.028
1091,3.6359,4.3090,4.656e-04,0.0730,3.451,0.032
1092,3.6171,4.3090,4.655e-04,0.0730,3.412,0.024
1093,3.5819,4.3090,4.654e-04,0.0730,4.431,0.039
1094,3.6301,4.3090,4.653e-04,0.0730,4.036,0.028
1095,3.7908,4.3090,4.652e-04,0.0730,4.204,0.026
1096,3.5129,4.3090,4.651e-04,0.0730,3.882,0.032
1097,3.6301,4.3090,4.650e-04,0.0730,3.992,0.027
1098,3.7202,4.3090,4.648e-04,0.0730,4.515,0.025
1099,3.5636,4.3090,4.647e-04,0.0730,3.532,0.036
1100,3.6856,4.3090,4.646e-04,0.0730,3.445,0.029
1101,3.5757,4.3090,4.645e-04,0.0730,3.711,0.026
1102,3.8523,4.3090,4.644e-04,0.0730,4.061,0.024
1103,3.4307,4.3090,4.643e-04,0.0731,3.467,0.031
1104,3.7592,4.3090,4.642e-04,0.0731,4.000,0.022
1105,3.7446,4.3090,4.640e-04,0.0731,4.115,0.044
1106,3.5796,4.3090,4.639e-04,0.0731,3.441,0.028
1107,3.4957,4.3090,4.638e-04,0.0731,3.477,0.033
1108,3.6560,4.3090,4.637e-04,0.0731,3.589,0.023
1109,3.3538,4.3090,4.636e-04,0.0730,3.617,0.042
1110,3.6848,4.3090,4.635e-04,0.0730,4.181,0.030
1111,3.6271,4.3090,4.633e-04,0.0730,3.937,0.024
1112,3.6670,4.3090,4.632e-04,0.0730,3.843,0.030
1113,3.6420,4.3090,4.631e-04,0.0730,3.928,0.024
1114,3.5195,4.3090,4.630e-04,0.0730,3.841,0.024
1115,3.6618,4.3090,4.629e-04,0.0730,3.837,0.039
1116,3.4799,4.3090,4.627e-04,0.0730,3.547,0.024
1117,3.5824,4.3090,4.626e-04,0.0730,3.880,0.034
1118,3.7441,4.3090,4.625e-04,0.0730,3.855,0.026
1119,3.6311,4.3090,4.624e-04,0.0730,4.110,0.027
1120,3.4137,4.3090,4.623e-04,0.0730,3.398,0.026
1121,3.6092,4.3090,4.622e-04,0.0730,3.370,0.036
1122,3.8196,4.3090,4.620e-04,0.0730,3.719,0.024
1123,3.7893,4.3090,4.619e-04,0.0730,4.151,0.033
1124,3.5889,4.3090,4.618e-04,0.0730,3.470,0.024
1125,3.5338,4.3090,4.617e-04,0.0730,3.345,0.035
1126,3.5560,4.3090,4.616e-04,0.0730,3.925,0.028
1127,3.8297,4.3090,4.614e-04,0.0731,3.397,0.034
1128,3.4402,4.3090,4.613e-04,0.0731,3.504,0.026
1129,3.5291,4.3090,4.612e-04,0.0731,3.396,0.036
1130,3.5463,4.3090,4.611e-04,0.0731,3.550,0.025
1131,3.7212,4.3090,4.610e-04,0.0731,3.259,0.046
1132,3.7619,4.3090,4.608e-04,0.0731,3.810,0.027
1133,3.5717,4.3090,4.607e-04,0.0731,3.894,0.048
1134,3.4874,4.3090,4.606e-04,0.0731,3.356,0.032
1135,3.3120,4.3090,4.605e-04,0.0731,3.386,0.036
1136,3.7425,4.3090,4.604e-04,0.0731,3.156,0.028
1137,3.5212,4.3090,4.602e-04,0.0731,3.375,0.035
1138,3.5413,4.3090,4.601e-04,0.0731,3.363,0.026
1139,3.7719,4.3090,4.600e-04,0.0731,3.783,0.042
1140,3.4623,4.3090,4.599e-04,0.0731,3.136,0.030
1141,3.5997,4.3090,4.597e-04,0.0731,3.762,0.026
1142,3.5786,4.3090,4.596e-04,0.0731,3.787,0.026
1143,3.7811,4.3090,4.595e-04,0.0731,3.825,0.042
1144,3.4700,4.3090,4.594e-04,0.0731,3.473,0.029
1145,3.5513,4.3090,4.593e-04,0.0731,3.656,0.024
1146,3.7567,4.3090,4.591e-04,0.0731,3.524,0.029
1147,3.5431,4.3090,4.590e-04,0.0731,3.659,0.031
1148,3.5938,4.3090,4.589e-04,0.0731,3.467,0.028
1149,3.4387,4.3090,4.588e-04,0.0731,3.557,0.039
1150,3.6028,4.3090,4.586e-04,0.0731,3.065,0.024
1151,3.6667,4.3090,4.585e-04,0.0731,3.745,0.041
1152,3.5425,4.3090,4.584e-04,0.0731,4.201,0.024
1153,3.6845,4.3090,4.583e-04,0.0731,4.048,0.029
1154,3.6341,4.3090,4.581e-04,0.0731,3.381,0.030
1155,3.7213,4.3090,4.580e-04,0.0731,3.377,0.037
1156,3.4634,4.3090,4.579e-04,0.0731,3.405,0.026
1157,3.8080,4.3090,4.578e-04,0.0731,3.417,0.034
1158,3.7455,4.3090,4.576e-04,0.0731,3.338,0.027
1159,3.6050,4.3090,4.575e-04,0.0731,3.438,0.030
1160,3.4554,4.3090,4.574e-04,0.0731,2.814,0.024
1161,3.6038,4.3090,4.573e-04,0.0731,4.102,0.037
1162,3.7467,4.3090,4.571e-04,0.0731,3.606,0.026
1163,3.6703,4.3090,4.570e-04,0.0731,3.267,0.035
1164,3.5769,4.3090,4.569e-04,0.0731,3.163,0.029
1165,3.4996,4.3090,4.568e-04,0.0731,3.698,0.034
1166,3.6881,4.3090,4.566e-04,0.0731,3.672,0.027
1167,3.7733,4.3090,4.565e-04,0.0731,3.850,0.027
1168,3.6351,4.3090,4.564e-04,0.0731,3.669,0.024
1169,3.7106,4.3090,4.563e-04,0.0731,3.349,0.030
1170,3.4347,4.3090,4.561e-04,0.0731,3.476,0.088
1171,3.4488,4.3090,4.560e-04,0.0731,3.197,0.022
1172,3.3760,4.3090,4.559e-04,0.0731,3.333,0.042
1173,3.5031,4.3090,4.558e-04,0.0731,3.332,0.024
1174,3.6800,4.3090,4.556e-04,0.0731,4.026,0.030
1175,3.4541,4.3090,4.555e-04,0.0731,3.427,0.031
1176,3.2512,4.3090,4.554e-04,0.0731,3.590,0.030
1177,3.3513,4.3090,4.552e-04,0.0731,3.654,0.030
1178,3.4041,4.3090,4.551e-04,0.0731,3.890,0.030
1179,3.1705,4.3090,4.550e-04,0.0731,4.344,0.030
1180,3.2059,4.3090,4.549e-04,0.0730,3.930,0.024
1181,3.4071,4.3090,4.547e-04,0.0730,4.814,0.031
1182,3.5757,4.3090,4.546e-04,0.0730,5.685,0.024
1183,3.5380,4.3090,4.545e-04,0.0731,4.713,0.025
1184,3.3574,4.3090,4.543e-04,0.0731,4.055,0.030
1185,3.3962,4.3090,4.542e-04,0.0731,3.646,0.030
1186,3.6332,4.3090,4.541e-04,0.0731,3.946,0.034
1187,3.3920,4.3090,4.540e-04,0.0731,3.851,0.020
1188,3.5302,4.3090,4.538e-04,0.0731,3.842,0.037
1189,3.3757,4.3090,4.537e-04,0.0731,3.532,0.024
1190,3.6797,4.3090,4.536e-04,0.0731,4.100,0.036
1191,3.4857,4.3090,4.534e-04,0.0731,3.832,0.025
1192,3.3037,4.3090,4.533e-04,0.0731,3.892,0.036
1193,3.4128,4.3090,4.532e-04,0.0731,3.502,0.030
1194,3.2362,4.3090,4.530e-04,0.0731,4.322,0.025
1195,3.6757,4.3090,4.529e-04,0.0731,4.167,0.023
1196,3.4154,4.3090,4.528e-04,0.0731,3.701,0.033
1197,3.5938,4.3090,4.526e-04,0.0731,4.011,0.028
1198,3.6940,4.3090,4.525e-04,0.0731,4.115,0.027
1199,3.4583,4.3090,4.524e-04,0.0731,5.370,0.028
1200,3.2954,4.2757,4.523e-04,0.0731,3.738,0.030
1201,3.4054,4.2757,4.521e-04,0.0731,3.334,0.932
1202,3.4223,4.2757,4.520e-04,0.0731,3.607,0.032
1203,3.4795,4.2757,4.519e-04,0.0731,4.405,0.024
1204,3.1604,4.2757,4.517e-04,0.0731,3.763,0.036
1205,3.3739,4.2757,4.516e-04,0.0731,3.610,0.025
1206,3.5607,4.2757,4.515e-04,0.0731,3.824,0.030
1207,3.4987,4.2757,4.513e-04,0.0731,4.086,0.030
1208,3.3362,4.2757,4.512e-04,0.0731,4.150,0.029
1209,3.4425,4.2757,4.511e-04,0.0731,4.490,0.028
1210,3.4500,4.2757,4.509e-04,0.0731,4.292,0.022
1211,3.3539,4.2757,4.508e-04,0.0731,4.249,0.028
1212,3.6075,4.2757,4.507e-04,0.0731,4.489,0.029
1213,3.6218,4.2757,4.505e-04,0.0731,4.462,0.022
1214,3.4823,4.2757,4.504e-04,0.0731,3.801,0.024
1215,3.5100,4.2757,4.503e-04,0.0731,4.148,0.027
1216,3.4722,4.2757,4.501e-04,0.0731,4.093,0.023
1217,3.4539,4.2757,4.500e-04,0.0731,3.886,0.022
1218,3.5114,4.2757,4.499e-04,0.0732,3.852,0.031
1219,3.3805,4.2757,4.497e-04,0.0732,3.617,0.024
1220,3.6970,4.2757,4.496e-04,0.0732,3.283,0.026
1221,3.4284,4.2757,4.494e-04,0.0732,3.687,0.036
1222,3.4343,4.2757,4.493e-04,0.0732,3.464,0.022
1223,3.3896,4.2757,4.492e-04,0.0732,3.775,0.030
1224,3.4894,4.2757,4.490e-04,0.0732,3.256,0.027
1225,3.4527,4.2757,4.489e-04,0.0732,3.387,0.034
1226,3.4040,4.2757,4.488e-04,0.0731,3.690,0.024
1227,3.6843,4.2757,4.486e-04,0.0731,4.183,0.042
1228,3.5986,4.2757,4.485e-04,0.0731,3.847,0.025
1229,3.3415,4.2757,4.484e-04,0.0731,3.698,0.039
1230,3.5575,4.2757,4.482e-04,0.0731,4.489,0.022
1231,3.4120,4.2757,4.481e-04,0.0731,4.438,0.053
1232,3.4926,4.2757,4.480e-04,0.0732,5.106,0.026
1233,3.4563,4.2757,4.478e-04,0.0732,4.055,0.025
1234,3.6212,4.2757,4.477e-04,0.0732,4.196,0.029
1235,3.4999,4.2757,4.475e-04,0.0732,4.114,0.025
1236,3.3827,4.2757,4.474e-04,0.0732,4.467,0.024
1237,3.6305,4.2757,4.473e-04,0.0732,4.338,0.031
1238,3.5521,4.2757,4.471e-04,0.0732,3.379,0.029
1239,3.4864,4.2757,4.470e-04,0.0732,3.886,0.036
1240,3.3673,4.2757,4.468e-04,0.0733,3.433,0.026
1241,3.4514,4.2757,4.467e-04,0.0733,3.464,0.036
1242,3.4217,4.2757,4.466e-04,0.0733,3.508,0.024
1243,3.4729,4.2757,4.464e-04,0.0733,3.430,0.035
1244,3.5279,4.2757,4.463e-04,0.0732,3.872,0.033
1245,3.4688,4.2757,4.462e-04,0.0732,4.004,0.032
1246,3.5378,4.2757,4.460e-04,0.0732,3.280,0.027
1247,3.4183,4.2757,4.459e-04,0.0732,3.243,0.031
1248,3.4572,4.2757,4.457e-04,0.0732,4.087,0.026
1249,3.4159,4.2757,4.456e-04,0.0732,4.244,0.030
1250,3.4895,4.2757,4.455e-04,0.0732,3.474,0.024
1251,3.5297,4.2757,4.453e-04,0.0732,4.087,0.030
1252,3.2549,4.2757,4.452e-04,0.0732,3.817,0.027
1253,3.2632,4.2757,4.450e-04,0.0732,3.523,0.034
1254,3.3201,4.2757,4.449e-04,0.0732,3.589,0.025
1255,3.4558,4.2757,4.448e-04,0.0732,4.387,0.035
1256,3.5192,4.2757,4.446e-04,0.0732,4.006,0.024
1257,3.2918,4.2757,4.445e-04,0.0732,4.393,0.037
1258,3.4172,4.2757,4.443e-04,0.0732,4.474,0.024
1259,3.2380,4.2757,4.442e-04,0.0732,4.193,0.034
1260,3.4437,4.2757,4.441e-04,0.0732,3.767,0.027
1261,3.2490,4.2757,4.439e-04,0.0731,4.775,0.029
1262,3.4417,4.2757,4.438e-04,0.0731,4.084,0.025
1263,3.2719,4.2757,4.436e-04,0.0731,3.437,0.036
1264,3.3863,4.2757,4.435e-04,0.0731,3.752,0.026
1265,3.4187,4.2757,4.433e-04,0.0731,4.386,0.030
1266,3.5525,4.2757,4.432e-04,0.0731,4.178,0.024
1267,3.2815,4.2757,4.431e-04,0.0731,3.628,0.036
1268,3.3304,4.2757,4.429e-04,0.0731,4.348,0.024
1269,3.3918,4.2757,4.428e-04,0.0731,4.690,0.035
1270,3.4088,4.2757,4.426e-04,0.0731,4.210,0.026
1271,3.5039,4.2757,4.425e-04,0.0731,4.537,0.036
1272,3.2495,4.2757,4.423e-04,0.0731,4.403,0.025
1273,3.3931,4.2757,4.422e-04,0.0731,4.526,0.036
1274,3.3496,4.2757,4.421e-04,0.0731,5.211,0.024
1275,3.3244,4.2757,4.419e-04,0.0731,5.085,0.034
1276,3.5539,4.2757,4.418e-04,0.0731,3.946,0.028
1277,3.2651,4.2757,4.416e-04,0.0731,3.781,0.034
1278,3.3244,4.2757,4.415e-04,0.0731,4.033,0.028
1279,3.5385,4.2757,4.413e-04,0.0731,3.884,0.039
1280,3.4845,4.2757,4.412e-04,0.0731,4.004,0.025
1281,3.5860,4.2757,4.410e-04,0.0731,4.108,0.036
1282,3.6132,4.2757,4.409e-04,0.0732,3.827,0.029
1283,3.5142,4.2757,4.408e-04,0.0732,3.187,0.030
1284,3.3310,4.2757,4.406e-04,0.0732,3.524,0.026
1285,3.4139,4.2757,4.405e-04,0.0732,3.195,0.035
1286,3.2932,4.2757,4.403e-04,0.0732,3.453,0.026
1287,3.3049,4.2757,4.402e-04,0.0732,3.687,0.031
1288,3.3975,4.2757,4.400e-04,0.0732,3.970,0.024
1289,3.2998,4.2757,4.399e-04,0.0732,3.640,0.030
1290,3.5779,4.2757,4.397e-04,0.0732,3.734,0.035
1291,3.4594,4.2757,4.396e-04,0.0732,3.899,0.043
1292,3.4955,4.2757,4.394e-04,0.0732,3.627,0.025
1293,3.4048,4.2757,4.393e-04,0.0732,3.887,0.031
1294,3.7989,4.2757,4.392e-04,0.0732,4.118,0.032
1295,3.4440,4.2757,4.390e-04,0.0732,3.735,0.027
1296,3.3382,4.2757,4.389e-04,0.0732,4.113,0.031
1297,3.3946,4.2757,4.387e-04,0.0732,3.763,0.024
1298,3.4429,4.2757,4.386e-04,0.0732,3.747,0.023
1299,3.4137,4.2757,4.384e-04,0.0732,3.767,0.034
1300,3.4623,4.2757,4.383e-04,0.0732,4.214,0.024
1301,3.6273,4.2757,4.381e-04,0.0732,4.088,0.034
1302,3.8929,4.2757,4.380e-04,0.0732,4.283,0.025
1303,3.5495,4.2757,4.378e-04,0.0732,3.637,0.030
1304,3.6364,4.2757,4.377e-04,0.0732,3.621,0.024
1305,3.3561,4.2757,4.375e-04,0.0732,3.664,0.036
1306,3.4763,4.2757,4.374e-04,0.0732,3.630,0.025
1307,3.5246,4.2757,4.372e-04,0.0732,3.429,0.031
1308,3.4480,4.2757,4.371e-04,0.0732,3.233,0.023
1309,3.4908,4.2757,4.369e-04,0.0732,3.330,0.030
1310,3.4300,4.2757,4.368e-04,0.0732,3.734,0.025
1311,3.3761,4.2757,4.366e-04,0.0732,3.256,0.036
1312,3.3211,4.2757,4.365e-04,0.0732,3.530,0.023
1313,3.5146,4.2757,4.363e-04,0.0732,3.503,0.031
1314,3.3894,4.2757,4.362e-04,0.0732,3.541,0.022
1315,3.1824,4.2757,4.360e-04,0.0732,3.424,0.036
1316,3.7861,4.2757,4.359e-04,0.0732,3.683,0.026
1317,3.1563,4.2757,4.357e-04,0.0732,3.565,0.031
1318,3.5486,4.2757,4.356e-04,0.0732,3.650,0.027
1319,3.4679,4.2757,4.354e-04,0.0732,3.913,0.031
1320,3.4907,4.2757,4.353e-04,0.0732,3.600,0.030
1321,3.6792,4.2757,4.351e-04,0.0732,4.056,0.043
1322,3.3314,4.2757,4.350e-04,0.0732,3.289,0.024
1323,3.4749,4.2757,4.348e-04,0.0732,3.395,0.036
1324,3.4717,4.2757,4.347e-04,0.0732,3.822,0.031
1325,3.3838,4.2757,4.345e-04,0.0732,4.310,0.035
1326,3.2523,4.2757,4.344e-04,0.0732,3.798,0.025
1327,3.4720,4.2757,4.342e-04,0.0731,3.920,0.030
1328,3.3010,4.2757,4.341e-04,0.0731,3.817,0.031
1329,3.5163,4.2757,4.339e-04,0.0731,4.268,0.030
1330,3.4590,4.2757,4.338e-04,0.0731,3.992,0.024
1331,3.3930,4.2757,4.336e-04,0.0731,4.389,0.030
1332,3.4655,4.2757,4.335e-04,0.0731,3.547,0.027
1333,3.5129,4.2757,4.333e-04,0.0731,5.105,0.029
1334,3.6391,4.2757,4.332e-04,0.0731,4.177,0.032
1335,3.3938,4.2757,4.330e-04,0.0732,4.340,0.026
1336,3.3432,4.2757,4.329e-04,0.0732,3.855,0.025
1337,3.3746,4.2757,4.327e-04,0.0732,3.982,0.030
1338,3.4813,4.2757,4.325e-04,0.0732,4.617,0.030
1339,3.3331,4.2757,4.324e-04,0.0732,3.702,0.034
1340,3.3229,4.2757,4.322e-04,0.0732,4.315,0.026
1341,3.5846,4.2757,4.321e-04,0.0732,4.053,0.036
1342,3.4232,4.2757,4.319e-04,0.0732,3.972,0.024
1343,3.4575,4.2757,4.318e-04,0.0732,3.307,0.030
1344,3.4776,4.2757,4.316e-04,0.0732,4.128,0.024
1345,3.4360,4.2757,4.315e-04,0.0732,3.795,0.030
1346,3.4326,4.2757,4.313e-04,0.0731,3.492,0.031
1347,3.4067,4.2757,4.312e-04,0.0731,3.748,0.030
1348,3.4094,4.2757,4.310e-04,0.0731,3.537,0.025
1349,3.3676,4.2757,4.309e-04,0.0731,4.334,0.036
1350,3.2853,4.2757,4.307e-04,0.0731,4.700,0.025
1351,3.6306,4.2757,4.305e-04,0.0731,3.830,0.038
1352,3.0556,4.2757,4.304e-04,0.0731,3.512,0.026
1353,3.4142,4.2757,4.302e-04,0.0731,4.084,0.032
1354,3.6759,4.2757,4.301e-04,0.0731,4.392,0.026
1355,3.6156,4.2757,4.299e-04,0.0731,4.527,0.030
1356,3.4993,4.2757,4.298e-04,0.0731,4.525,0.024
1357,3.4397,4.2757,4.296e-04,0.0731,4.016,0.030
1358,3.3324,4.2757,4.295e-04,0.0731,4.079,0.024
1359,3.4511,4.2757,4.293e-04,0.0731,3.803,0.037
1360,3.4483,4.2757,4.291e-04,0.0731,3.538,0.024
1361,3.2943,4.2757,4.290e-04,0.0731,3.874,0.030
1362,3.6216,4.2757,4.288e-04,0.0731,3.638,0.030
1363,3.4129,4.2757,4.287e-04,0.0732,3.723,0.030
1364,3.5194,4.2757,4.285e-04,0.0732,3.270,0.024
1365,3.3190,4.2757,4.284e-04,0.0732,3.626,0.030
1366,3.4372,4.2757,4.282e-04,0.0731,3.309,0.030
1367,3.6801,4.2757,4.280e-04,0.0731,3.437,0.025
1368,3.6738,4.2757,4.279e-04,0.0731,3.616,0.024
1369,3.4165,4.2757,4.277e-04,0.0731,3.552,0.036
1370,3.0469,4.2757,4.276e-04,0.0731,3.319,0.026
1371,3.3010,4.2757,4.274e-04,0.0731,3.691,0.034
1372,3.4535,4.2757,4.273e-04,0.0731,3.632,0.030
1373,3.2603,4.2757,4.271e-04,0.0731,3.645,0.024
1374,3.4447,4.2757,4.269e-04,0.0731,3.795,0.031
1375,3.3733,4.2757,4.268e-04,0.0731,3.732,0.030
1376,3.5587,4.2757,4.266e-04,0.0731,3.464,0.024
1377,3.3116,4.2757,4.265e-04,0.0731,3.339,0.030
1378,3.2670,4.2757,4.263e-04,0.0731,3.829,0.024
1379,3.6046,4.2757,4.261e-04,0.0731,3.967,0.036
1380,3.3792,4.2757,4.260e-04,0.0731,3.672,0.025
1381,3.6113,4.2757,4.258e-04,0.0731,4.217,0.029
1382,3.7554,4.2757,4.257e-04,0.0731,3.666,0.024
1383,3.3489,4.2757,4.255e-04,0.0731,4.091,0.035
1384,3.4103,4.2757,4.253e-04,0.0731,4.800,0.023
1385,3.4624,4.2757,4.252e-04,0.0731,4.397,0.034
1386,3.4091,4.2757,4.250e-04,0.0731,3.690,0.024
1387,3.3433,4.2757,4.249e-04,0.0731,3.728,0.037
1388,3.4015,4.2757,4.247e-04,0.0731,4.238,0.030
1389,3.5865,4.2757,4.245e-04,0.0731,3.745,0.030
1390,3.5060,4.2757,4.244e-04,0.0731,3.766,0.024
1391,3.2051,4.2757,4.242e-04,0.0731,4.115,0.037
1392,3.3719,4.2757,4.241e-04,0.0731,3.781,0.024
1393,3.3779,4.2757,4.239e-04,0.0731,3.633,0.033
1394,3.5428,4.2757,4.237e-04,0.0731,3.985,0.027
1395,3.4493,4.2757,4.236e-04,0.0732,4.146,0.036
1396,3.3268,4.2757,4.234e-04,0.0732,4.175,0.025
1397,3.6247,4.2757,4.233e-04,0.0732,4.146,0.030
1398,3.4332,4.2757,4.231e-04,0.0732,3.893,0.025
1399,3.5227,4.2757,4.229e-04,0.0732,3.880,0.030
1400,3.3677,4.2433,4.228e-04,0.0732,4.410,0.030
1401,3.3565,4.2433,4.226e-04,0.0732,3.800,0.955
1402,3.3907,4.2433,4.224e-04,0.0732,3.801,0.026
1403,3.6325,4.2433,4.223e-04,0.0732,3.992,0.024
1404,3.0646,4.2433,4.221e-04,0.0732,3.232,0.085
1405,3.4216,4.2433,4.220e-04,0.0732,3.335,0.028
1406,3.0878,4.2433,4.218e-04,0.0732,3.371,0.032
1407,3.4352,4.2433,4.216e-04,0.0732,3.883,0.027
1408,3.2273,4.2433,4.215e-04,0.0732,3.892,0.041
1409,3.1758,4.2433,4.213e-04,0.0732,3.431,0.024
1410,3.2191,4.2433,4.211e-04,0.0732,4.086,0.030
1411,3.5049,4.2433,4.210e-04,0.0732,3.799,0.049
1412,3.2911,4.2433,4.208e-04,0.0731,4.203,0.024
1413,3.3771,4.2433,4.206e-04,0.0731,4.500,0.029
1414,3.1207,4.2433,4.205e-04,0.0731,3.853,0.031
1415,3.3370,4.2433,4.203e-04,0.0731,3.761,0.025
1416,3.3261,4.2433,4.202e-04,0.0731,3.666,0.036
1417,3.1362,4.2433,4.200e-04,0.0731,3.524,0.026
1418,3.1999,4.2433,4.198e-04,0.0731,4.140,0.039
1419,3.0001,4.2433,4.197e-04,0.0731,3.954,0.022
1420,3.2388,4.2433,4.195e-04,0.0731,3.727,0.037
1421,3.2529,4.2433,4.193e-04,0.0731,4.053,0.022
1422,3.2200,4.2433,4.192e-04,0.0731,4.025,0.036
1423,3.1103,4.2433,4.190e-04,0.0731,3.846,0.028
1424,3.3605,4.2433,4.188e-04,0.0731,3.897,0.032
1425,3.3911,4.2433,4.187e-04,0.0731,4.855,0.024
1426,3.3300,4.2433,4.185e-04,0.0731,4.448,0.030
1427,3.4543,4.2433,4.183e-04,0.0731,4.425,0.024
1428,3.1175,4.2433,4.182e-04,0.0731,4.495,0.043
1429,3.2873,4.2433,4.180e-04,0.0731,4.253,0.025
1430,3.0779,4.2433,4.178e-04,0.0731,3.573,0.036
1431,3.1909,4.2433,4.177e-04,0.0731,3.899,0.027
1432,3.2566,4.2433,4.175e-04,0.0731,4.028,0.045
1433,3.0813,4.2433,4.173e-04,0.0731,3.656,0.025
1434,3.2167,4.2433,4.172e-04,0.0731,3.819,0.024
1435,3.3932,4.2433,4.170e-04,0.0731,4.080,0.031
1436,3.1650,4.2433,4.168e-04,0.0731,4.233,0.024
1437,3.3909,4.2433,4.167e-04,0.0731,4.246,0.030
1438,3.3408,4.2433,4.165e-04,0.0731,4.145,0.024
1439,3.2179,4.2433,4.163e-04,0.0731,3.922,0.024
1440,3.2719,4.2433,4.162e-04,0.0731,4.634,0.039
1441,3.2905,4.2433,4.160e-04,0.0731,4.050,0.021
1442,3.0459,4.2433,4.158e-04,0.0730,4.489,0.036
1443,3.2497,4.2433,4.157e-04,0.0730,4.247,0.024
